seqnames	start	end	width	strand	genoT	deltaW	coverage	spikiness	evenness.mean	evenness.med	background	quality	library	gene	freq
chr12	53496192	53503619	7428	*	ww-cc	175	55	0.191639085189492	0.219583145840823	0.21936524400114	0.0159801475300309	okay	blm-1-single-c10-w15_.trimmed.mdup.bam	BLM	4
chr15	63506767	63533441	26675	*	cc-wc	87	55	0.191639085189492	0.219583145840823	0.21936524400114	0.0159801475300309	okay	blm-1-single-c10-w15_.trimmed.mdup.bam	BLM	2
chr16	78364530	78372193	7664	*	ww-cc	161	55	0.191639085189492	0.219583145840823	0.21936524400114	0.0159801475300309	okay	blm-1-single-c10-w15_.trimmed.mdup.bam	BLM	18
chr2	56877205	56952279	75075	*	ww-cc	167	60	0.192692356064459	0.218817152113971	0.218528676158049	0.0231383302040982	okay	blm-1-single-c10-w19_.trimmed.mdup.bam	BLM	1
chr5	96170701	96191708	21008	*	ww-cc	168	60	0.192692356064459	0.218817152113971	0.218528676158049	0.0231383302040982	okay	blm-1-single-c10-w19_.trimmed.mdup.bam	BLM	2
chr6	4932087	4954385	22299	*	ww-cc	170	60	0.192692356064459	0.218817152113971	0.218528676158049	0.0231383302040982	okay	blm-1-single-c10-w19_.trimmed.mdup.bam	BLM	2
chr13	50295710	50365706	69997	*	cc-ww	168	60	0.192692356064459	0.218817152113971	0.218528676158049	0.0231383302040982	okay	blm-1-single-c10-w19_.trimmed.mdup.bam	BLM	3
chr16	9584309	9707329	123021	*	ww-cc	170	60	0.192692356064459	0.218817152113971	0.218528676158049	0.0231383302040982	okay	blm-1-single-c10-w19_.trimmed.mdup.bam	BLM	2
chrX	37710944	37726430	15487	*	ww-cc	171	60	0.192692356064459	0.218817152113971	0.218528676158049	0.0231383302040982	okay	blm-1-single-c10-w19_.trimmed.mdup.bam	BLM	3
chrX	131982267	132057087	74821	*	cc-ww	168	60	0.192692356064459	0.218817152113971	0.218528676158049	0.0231383302040982	okay	blm-1-single-c10-w19_.trimmed.mdup.bam	BLM	4
chr1	96077673	96222611	144939	*	ww-cc	169	39	0.22061893548441	0.226290578141448	0.226212461998755	0.017261118450022	okay	blm-1-single-c10-w30_.trimmed.mdup.bam	BLM	4
chr8	5563532	5565457	1926	*	cc-wc	98	39	0.22061893548441	0.226290578141448	0.226212461998755	0.017261118450022	okay	blm-1-single-c10-w30_.trimmed.mdup.bam	BLM	17
chr8	31939867	31966946	27080	*	wc-ww	71	39	0.22061893548441	0.226290578141448	0.226212461998755	0.017261118450022	okay	blm-1-single-c10-w30_.trimmed.mdup.bam	BLM	5
chr11	125061239	125078011	16773	*	cc-wc	90	39	0.22061893548441	0.226290578141448	0.226212461998755	0.017261118450022	okay	blm-1-single-c10-w30_.trimmed.mdup.bam	BLM	9
chr12	59639394	60412329	772936	*	cc-wc	50	39	0.22061893548441	0.226290578141448	0.226212461998755	0.017261118450022	okay	blm-1-single-c10-w30_.trimmed.mdup.bam	BLM	7
chr18	37909536	37927581	18046	*	cc-ww	168	39	0.22061893548441	0.226290578141448	0.226212461998755	0.017261118450022	okay	blm-1-single-c10-w30_.trimmed.mdup.bam	BLM	2
chr3	47336193	47380824	44632	*	cc-ww	169	82	0.217775775155594	0.237437728612016	0.23702403180217	0.0133629764635641	okay	blm-1-single-c10-w31_.trimmed.mdup.bam	BLM	4
chr3	180368299	180395614	27316	*	ww-cc	171	82	0.217775775155594	0.237437728612016	0.23702403180217	0.0133629764635641	okay	blm-1-single-c10-w31_.trimmed.mdup.bam	BLM	2
chr6	105012572	105038431	25860	*	ww-cc	173	82	0.217775775155594	0.237437728612016	0.23702403180217	0.0133629764635641	okay	blm-1-single-c10-w31_.trimmed.mdup.bam	BLM	3
chr9	134430918	134469007	38090	*	cc-ww	167	82	0.217775775155594	0.237437728612016	0.23702403180217	0.0133629764635641	okay	blm-1-single-c10-w31_.trimmed.mdup.bam	BLM	2
chr12	30633082	30652643	19562	*	cc-ww	172	82	0.217775775155594	0.237437728612016	0.23702403180217	0.0133629764635641	okay	blm-1-single-c10-w31_.trimmed.mdup.bam	BLM	2
chr14	39075073	39114624	39552	*	cc-ww	162	82	0.217775775155594	0.237437728612016	0.23702403180217	0.0133629764635641	okay	blm-1-single-c10-w31_.trimmed.mdup.bam	BLM	1
chr15	40957607	40983401	25795	*	ww-wc	173	82	0.217775775155594	0.237437728612016	0.23702403180217	0.0133629764635641	okay	blm-1-single-c10-w31_.trimmed.mdup.bam	BLM	4
chr19	14359096	14397611	38516	*	cc-ww	167	82	0.217775775155594	0.237437728612016	0.23702403180217	0.0133629764635641	okay	blm-1-single-c10-w31_.trimmed.mdup.bam	BLM	2
chr6	50064401	50068597	4197	*	wc-ww	53	47	0.21643259853718	0.183390475399399	0.178161454386996	0.0196930644699382	okay	blm-1-single-c10-w33_.trimmed.mdup.bam	BLM	3
chr7	23157240	23224946	67707	*	ww-wc	169	47	0.21643259853718	0.183390475399399	0.178161454386996	0.0196930644699382	okay	blm-1-single-c10-w33_.trimmed.mdup.bam	BLM	1
chr9	19865672	19872007	6336	*	wc-cc	44	47	0.21643259853718	0.183390475399399	0.178161454386996	0.0196930644699382	okay	blm-1-single-c10-w33_.trimmed.mdup.bam	BLM	4
chr9	19991354	20005515	14162	*	cc-wc	46	47	0.21643259853718	0.183390475399399	0.178161454386996	0.0196930644699382	okay	blm-1-single-c10-w33_.trimmed.mdup.bam	BLM	4
chr9	20188977	20208903	19927	*	wc-cc	61	47	0.21643259853718	0.183390475399399	0.178161454386996	0.0196930644699382	okay	blm-1-single-c10-w33_.trimmed.mdup.bam	BLM	4
chr13	40970301	40974005	3705	*	ww-wc	82	47	0.21643259853718	0.183390475399399	0.178161454386996	0.0196930644699382	okay	blm-1-single-c10-w33_.trimmed.mdup.bam	BLM	3
chr14	82537859	82589953	52095	*	cc-ww	170	47	0.21643259853718	0.183390475399399	0.178161454386996	0.0196930644699382	okay	blm-1-single-c10-w33_.trimmed.mdup.bam	BLM	3
chr17	34242738	34319706	76969	*	ww-cc	169	47	0.21643259853718	0.183390475399399	0.178161454386996	0.0196930644699382	okay	blm-1-single-c10-w33_.trimmed.mdup.bam	BLM	2
chr20	25388620	25538588	149969	*	ww-wc	44	47	0.21643259853718	0.183390475399399	0.178161454386996	0.0196930644699382	okay	blm-1-single-c10-w33_.trimmed.mdup.bam	BLM	6
chr1	9748143	9766200	18058	*	cc-ww	167	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	2
chr1	28537082	28544457	7376	*	ww-cc	169	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	4
chr1	66456036	66560853	104818	*	cc-ww	166	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	3
chr1	167373292	167396284	22993	*	ww-cc	169	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	5
chr3	15503568	15525467	21900	*	ww-cc	169	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	3
chr4	58807534	58941105	133572	*	cc-ww	166	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	1
chr4	160702636	160818473	115838	*	ww-cc	167	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	3
chr5	95097587	95148949	51363	*	ww-cc	171	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	2
chr7	128705173	128718233	13061	*	cc-ww	171	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	4
chr8	2653593	2660606	7014	*	wc-cc	93	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	15
chr8	57646497	57650084	3588	*	cc-wc	85	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	4
chr8	61819932	61854095	34164	*	wc-ww	92	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	5
chr9	35666783	35709131	42349	*	cc-ww	171	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	1
chr11	134047673	134065712	18040	*	ww-wc	78	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	6
chrX	109284539	109302239	17701	*	cc-ww	171	66	0.19372965258886	0.228853338221171	0.228718039139088	0.0252870113303819	okay	blm-1-single-c10-w34_.trimmed.mdup.bam	BLM	3
chr2	113780429	113836852	56424	*	ww-cc	165	35	0.238835117123437	0.237735409232502	0.237681106539798	0.0236202433045431	okay	blm-1-single-c10-w37_.trimmed.mdup.bam	BLM	4
chr3	142295008	142358189	63182	*	cc-ww	170	35	0.238835117123437	0.237735409232502	0.237681106539798	0.0236202433045431	okay	blm-1-single-c10-w37_.trimmed.mdup.bam	BLM	4
chr3	183165824	183170570	4747	*	ww-cc	168	35	0.238835117123437	0.237735409232502	0.237681106539798	0.0236202433045431	okay	blm-1-single-c10-w37_.trimmed.mdup.bam	BLM	2
chr8	72103240	72182764	79525	*	wc-cc	84	35	0.238835117123437	0.237735409232502	0.237681106539798	0.0236202433045431	okay	blm-1-single-c10-w37_.trimmed.mdup.bam	BLM	8
chr12	60291043	60419164	128122	*	cc-wc	132	35	0.238835117123437	0.237735409232502	0.237681106539798	0.0236202433045431	okay	blm-1-single-c10-w37_.trimmed.mdup.bam	BLM	7
chr13	45039917	45061959	22043	*	ww-cc	168	35	0.238835117123437	0.237735409232502	0.237681106539798	0.0236202433045431	okay	blm-1-single-c10-w37_.trimmed.mdup.bam	BLM	4
chr20	4659942	4680952	21011	*	ww-cc	162	35	0.238835117123437	0.237735409232502	0.237681106539798	0.0236202433045431	okay	blm-1-single-c10-w37_.trimmed.mdup.bam	BLM	2
chr1	105057678	105111445	53768	*	ww-cc	170	34	0.227523465703971	0.235924293573246	0.235444119274474	0.019807416995156	okay	blm-1-single-c10-w38_.trimmed.mdup.bam	BLM	2
chr8	75270724	76147487	876764	*	ww-wc	39	34	0.227523465703971	0.235924293573246	0.235444119274474	0.019807416995156	okay	blm-1-single-c10-w38_.trimmed.mdup.bam	BLM	19
chr9	121941531	121956248	14718	*	cc-ww	166	34	0.227523465703971	0.235924293573246	0.235444119274474	0.019807416995156	okay	blm-1-single-c10-w38_.trimmed.mdup.bam	BLM	2
chr11	102219914	104223503	2003590	*	cc-ww	162	34	0.227523465703971	0.235924293573246	0.235444119274474	0.019807416995156	okay	blm-1-single-c10-w38_.trimmed.mdup.bam	BLM	4
chr16	69002676	69031325	28650	*	ww-cc	168	34	0.227523465703971	0.235924293573246	0.235444119274474	0.019807416995156	okay	blm-1-single-c10-w38_.trimmed.mdup.bam	BLM	4
chr17	30360523	30409684	49162	*	ww-cc	159	34	0.227523465703971	0.235924293573246	0.235444119274474	0.019807416995156	okay	blm-1-single-c10-w38_.trimmed.mdup.bam	BLM	2
chr1	74256277	74287554	31278	*	ww-cc	172	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	2
chr1	110514302	110547447	33146	*	cc-ww	172	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	4
chr1	193749117	193786894	37778	*	ww-cc	173	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	3
chr3	84377262	84436279	59018	*	ww-cc	166	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	2
chr5	63970623	63997268	26646	*	ww-cc	169	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	3
chr6	64199062	64216101	17040	*	cc-ww	172	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	4
chr8	72121487	72153864	32378	*	wc-cc	82	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	8
chr8	102827440	102847100	19661	*	cc-ww	168	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	3
chr10	67016014	67046962	30949	*	ww-cc	167	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	3
chr11	14318328	14360774	42447	*	wc-cc	79	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	5
chr11	75329487	75330324	838	*	cc-wc	88	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	7
chr14	91605342	91649642	44301	*	cc-ww	169	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	5
chr14	101922145	101934824	12680	*	ww-cc	168	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	5
chr21	18617039	18673076	56038	*	cc-ww	174	76	0.177373773815046	0.216734692062862	0.216637438973887	0.0181342083532531	okay	blm-1-single-c10-w41_.trimmed.mdup.bam	BLM	4
chr2	98083898	98227302	143405	*	cc-ww	161	41	0.257713814690222	0.252206944234052	0.250266719674578	0.0249512551791372	okay	blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam	BLM	1
chr6	31539710	31558668	18959	*	cc-wc	8	41	0.257713814690222	0.252206944234052	0.250266719674578	0.0249512551791372	okay	blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam	BLM	5
chr6	31775145	31957094	181950	*	wc-cc	8	41	0.257713814690222	0.252206944234052	0.250266719674578	0.0249512551791372	okay	blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam	BLM	5
chr8	70669071	70710408	41338	*	wc-ww	73	41	0.257713814690222	0.252206944234052	0.250266719674578	0.0249512551791372	okay	blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam	BLM	13
chr12	112584984	112606870	21887	*	ww-cc	173	41	0.257713814690222	0.252206944234052	0.250266719674578	0.0249512551791372	okay	blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam	BLM	2
chr2	106381133	106489192	108060	*	cc-ww	137	39	0.258240629543012	0.254632746270766	0.253143056063452	0.107425058602543	okay	blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	BLM	2
chr3	41161397	41265343	103947	*	cc-ww	144	39	0.258240629543012	0.254632746270766	0.253143056063452	0.107425058602543	okay	blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	BLM	5
chr5	91099413	91123546	24134	*	cc-ww	151	39	0.258240629543012	0.254632746270766	0.253143056063452	0.107425058602543	okay	blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	BLM	1
chr6	158475141	158480868	5728	*	cc-wc	20	39	0.258240629543012	0.254632746270766	0.253143056063452	0.107425058602543	okay	blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	BLM	3
chr6	158568769	158638555	69787	*	wc-cc	18	39	0.258240629543012	0.254632746270766	0.253143056063452	0.107425058602543	okay	blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	BLM	2
chr7	36921423	36972554	51132	*	cc-ww	144	39	0.258240629543012	0.254632746270766	0.253143056063452	0.107425058602543	okay	blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	BLM	2
chr10	43546453	43570152	23700	*	cc-ww	128	39	0.258240629543012	0.254632746270766	0.253143056063452	0.107425058602543	okay	blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	BLM	2
chr11	8166111	8219477	53367	*	cc-ww	148	39	0.258240629543012	0.254632746270766	0.253143056063452	0.107425058602543	okay	blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	BLM	2
chr12	109803537	109820296	16760	*	ww-cc	139	39	0.258240629543012	0.254632746270766	0.253143056063452	0.107425058602543	okay	blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	BLM	3
chr18	31058102	31310280	252179	*	cc-ww	151	39	0.258240629543012	0.254632746270766	0.253143056063452	0.107425058602543	okay	blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	BLM	3
chr20	19768641	19803424	34784	*	cc-ww	139	39	0.258240629543012	0.254632746270766	0.253143056063452	0.107425058602543	okay	blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	BLM	1
chr1	97318529	97448130	129602	*	ww-cc	156	35	0.276099836556797	0.258541661734327	0.255885695329219	0.0375293980284556	okay	blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	BLM	2
chr2	233229572	233246218	16647	*	ww-cc	168	35	0.276099836556797	0.258541661734327	0.255885695329219	0.0375293980284556	okay	blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	BLM	3
chr5	149911830	149926953	15124	*	cc-ww	158	35	0.276099836556797	0.258541661734327	0.255885695329219	0.0375293980284556	okay	blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	BLM	3
chr6	6710441	6753148	42708	*	ww-wc	16	35	0.276099836556797	0.258541661734327	0.255885695329219	0.0375293980284556	okay	blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	BLM	6
chr6	7582042	8200815	618774	*	wc-ww	22	35	0.276099836556797	0.258541661734327	0.255885695329219	0.0375293980284556	okay	blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	BLM	8
chr8	95885268	95950426	65159	*	ww-cc	164	35	0.276099836556797	0.258541661734327	0.255885695329219	0.0375293980284556	okay	blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	BLM	3
chr10	76693025	76765413	72389	*	cc-ww	148	35	0.276099836556797	0.258541661734327	0.255885695329219	0.0375293980284556	okay	blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	BLM	4
chr11	125077164	125110390	33227	*	cc-wc	78	35	0.276099836556797	0.258541661734327	0.255885695329219	0.0375293980284556	okay	blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	BLM	9
chr13	22830648	22859756	29109	*	cc-ww	169	35	0.276099836556797	0.258541661734327	0.255885695329219	0.0375293980284556	okay	blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	BLM	3
chr21	15888664	15972931	84268	*	wc-ww	52	35	0.276099836556797	0.258541661734327	0.255885695329219	0.0375293980284556	okay	blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	BLM	20
chrX	142059048	142101508	42461	*	cc-ww	168	35	0.276099836556797	0.258541661734327	0.255885695329219	0.0375293980284556	okay	blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	BLM	4
chr3	143068078	143090159	22082	*	ww-cc	167	43	0.250822562507809	0.251671582916939	0.250146106367396	0.0250135640850851	okay	blm-1-single-c5-w19-3d6_S119_.trimmed.mdup.bam	BLM	6
chr4	42023962	42055398	31437	*	cc-ww	168	43	0.250822562507809	0.251671582916939	0.250146106367396	0.0250135640850851	okay	blm-1-single-c5-w19-3d6_S119_.trimmed.mdup.bam	BLM	3
chr8	75585312	76082986	497675	*	cc-wc	44	43	0.250822562507809	0.251671582916939	0.250146106367396	0.0250135640850851	okay	blm-1-single-c5-w19-3d6_S119_.trimmed.mdup.bam	BLM	19
chr11	107466855	107482134	15280	*	ww-wc	92	43	0.250822562507809	0.251671582916939	0.250146106367396	0.0250135640850851	okay	blm-1-single-c5-w19-3d6_S119_.trimmed.mdup.bam	BLM	20
chr15	47497144	47509040	11897	*	ww-wc	169	43	0.250822562507809	0.251671582916939	0.250146106367396	0.0250135640850851	okay	blm-1-single-c5-w19-3d6_S119_.trimmed.mdup.bam	BLM	7
chr5	173714472	173740990	26519	*	ww-cc	165	47	0.246952217580892	0.252382850009362	0.25089326760844	0.021863375283269	okay	blm-1-single-c5-w21-3d6_S121_.trimmed.mdup.bam	BLM	7
chr8	129374735	129397734	23000	*	cc-ww	172	47	0.246952217580892	0.252382850009362	0.25089326760844	0.021863375283269	okay	blm-1-single-c5-w21-3d6_S121_.trimmed.mdup.bam	BLM	4
chr10	64265231	64303808	38578	*	ww-cc	171	47	0.246952217580892	0.252382850009362	0.25089326760844	0.021863375283269	okay	blm-1-single-c5-w21-3d6_S121_.trimmed.mdup.bam	BLM	4
chr11	125122021	125123905	1885	*	ww-wc	85	47	0.246952217580892	0.252382850009362	0.25089326760844	0.021863375283269	okay	blm-1-single-c5-w21-3d6_S121_.trimmed.mdup.bam	BLM	9
chr12	65506315	65887983	381669	*	wc-ww	46	47	0.246952217580892	0.252382850009362	0.25089326760844	0.021863375283269	okay	blm-1-single-c5-w21-3d6_S121_.trimmed.mdup.bam	BLM	7
chr13	62091562	62230004	138443	*	cc-ww	169	47	0.246952217580892	0.252382850009362	0.25089326760844	0.021863375283269	okay	blm-1-single-c5-w21-3d6_S121_.trimmed.mdup.bam	BLM	2
chr1	241586463	241670905	84443	*	cc-ww	165	45	0.269231031310688	0.25669553259127	0.25578438916728	0.0245248313917842	okay	blm-1-single-c5-w22-3d6_S122_.trimmed.mdup.bam	BLM	3
chr8	71974246	72096346	122101	*	wc-cc	91	45	0.269231031310688	0.25669553259127	0.25578438916728	0.0245248313917842	okay	blm-1-single-c5-w22-3d6_S122_.trimmed.mdup.bam	BLM	9
chr11	75346689	75380917	34229	*	cc-wc	98	45	0.269231031310688	0.25669553259127	0.25578438916728	0.0245248313917842	okay	blm-1-single-c5-w22-3d6_S122_.trimmed.mdup.bam	BLM	7
chr11	84430265	84434386	4122	*	wc-cc	90	45	0.269231031310688	0.25669553259127	0.25578438916728	0.0245248313917842	okay	blm-1-single-c5-w22-3d6_S122_.trimmed.mdup.bam	BLM	2
chr1	116493273	117904617	1411345	*	cc-wc	41	21	0.305615069379538	0.256079661704648	0.255075435475122	0.0246408177100988	okay	blm-1-single-c5-w24-3d6_S124_.trimmed.mdup.bam	BLM	8
chr2	104002799	104060461	57663	*	ww-cc	171	21	0.305615069379538	0.256079661704648	0.255075435475122	0.0246408177100988	okay	blm-1-single-c5-w24-3d6_S124_.trimmed.mdup.bam	BLM	3
chr4	181652713	181808541	155829	*	ww-cc	170	21	0.305615069379538	0.256079661704648	0.255075435475122	0.0246408177100988	okay	blm-1-single-c5-w24-3d6_S124_.trimmed.mdup.bam	BLM	8
chr7	19251828	19423236	171409	*	cc-ww	169	21	0.305615069379538	0.256079661704648	0.255075435475122	0.0246408177100988	okay	blm-1-single-c5-w24-3d6_S124_.trimmed.mdup.bam	BLM	2
chr11	125069947	125086343	16397	*	cc-wc	83	21	0.305615069379538	0.256079661704648	0.255075435475122	0.0246408177100988	okay	blm-1-single-c5-w24-3d6_S124_.trimmed.mdup.bam	BLM	9
chr12	105239892	105287766	47875	*	cc-ww	171	21	0.305615069379538	0.256079661704648	0.255075435475122	0.0246408177100988	okay	blm-1-single-c5-w24-3d6_S124_.trimmed.mdup.bam	BLM	4
chr13	94811543	94855662	44120	*	ww-cc	164	21	0.305615069379538	0.256079661704648	0.255075435475122	0.0246408177100988	okay	blm-1-single-c5-w24-3d6_S124_.trimmed.mdup.bam	BLM	3
chr6	30663890	30681125	17236	*	cc-ww	172	30	0.296558232035229	0.258402856493146	0.25674532725903	0.0244371721291256	okay	blm-1-single-c5-w26-3d6_S126_.trimmed.mdup.bam	BLM	3
chr11	44355111	44425962	70852	*	cc-wc	168	30	0.296558232035229	0.258402856493146	0.25674532725903	0.0244371721291256	okay	blm-1-single-c5-w26-3d6_S126_.trimmed.mdup.bam	BLM	2
chr18	5967012	5989122	22111	*	wc-ww	60	30	0.296558232035229	0.258402856493146	0.25674532725903	0.0244371721291256	okay	blm-1-single-c5-w26-3d6_S126_.trimmed.mdup.bam	BLM	6
chrX	134401753	134446718	44966	*	ww-cc	172	30	0.296558232035229	0.258402856493146	0.25674532725903	0.0244371721291256	okay	blm-1-single-c5-w26-3d6_S126_.trimmed.mdup.bam	BLM	2
chr7	26121947	26261566	139620	*	cc-ww	156	28	0.336990851404929	0.259814548335853	0.252729817141614	0.0800303811636785	okay	blm-1-single-c5-w30-3d6_S130_.trimmed.mdup.bam	BLM	3
chr8	70752690	70926249	173560	*	wc-cc	75	28	0.336990851404929	0.259814548335853	0.252729817141614	0.0800303811636785	okay	blm-1-single-c5-w30-3d6_S130_.trimmed.mdup.bam	BLM	14
chr10	63368822	63444973	76152	*	ww-cc	154	28	0.336990851404929	0.259814548335853	0.252729817141614	0.0800303811636785	okay	blm-1-single-c5-w30-3d6_S130_.trimmed.mdup.bam	BLM	4
chr10	94469581	94589868	120288	*	cc-ww	158	28	0.336990851404929	0.259814548335853	0.252729817141614	0.0800303811636785	okay	blm-1-single-c5-w30-3d6_S130_.trimmed.mdup.bam	BLM	1
